,hoard_id,name,startDate,endDate,type_find,hoard?,excavation?,single?,num_coins,num_known_coins,num_unknown_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported
246,1813,PAS: Penrhos 938,330.0,341.0,EG_IARCH,hoard,,,1.0,0,1,1710.0,1710.0,"Robertson 2000 no. 1159: """"I must not omit in this place that a great quantity of Roman coins have been taken up lately (AD 1710) in this parish some of them as clear as if they had been stamped within these 10 years: their heads were Constantine, Constantius, Helena, Augustus [sic], H. Jul. Constantius, Constantinopolis, Crispus, Caius, Licinius, Licinianus, Fausta, Augusta, Julius Crispus and perhaps some others that are lost.""-S. Lewis, in Cambrian Register, III (1818), 216f.-The coins were probably all AE.""Guest and Wells (no. 1139 p.363) list 29 coins of a number from a brass container to AD 330-341.",53.29926230823168,-4.604969473515565,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
247,362,PAS: Holyhead Mountain 939,388.0,402.0,AC_Excavated,hoard,excav,,17.0,17,0,1980.0,1981.0,"The completion of excavs. on the summit of the mountain confirmed that the structure there was a tower 5.45m square with 1.2m [thick] walls on 1.5m footings. There is no firm evidence for construction date, but this prob. in 4th C. Coins include a small hoard deposited c. 395 & a clipped siliqua. …structure best interpreted as a watch tower, which probably operated in conjunction with fortlet at Holyhead."" Britannia 13 (1982), 328. …the recent discovery of a small hoard buried in the mid-390s close to a square masonry tower of uncertain (but most likely late Roman) date on the summit of Holyhead Mountain. This hoard comprises the latest coins from Anglesey and they are presumably military in origin."" J.L. Davies. 1983. Arch. Camb. 132, 90, n. 73, referring to ""Crew, P. Holyhead Mountain Roman Watch Tower. Interim Report on the 1980-1 Excavations (1981). Privately printed.""); R.G. Livens, ""Roman coastal defences in North Wales, Holyhead Mountain & Caergybi"", in Studien zu den militärgrenzen Roms III, 13 Internationaler Limeskongress, Aalen 1983 (1986), 58f., added: ""A hoard of 15 coins datable to 390s AD also found, either overlaid by, or incorporated in, the collapsed masonry of the superstructure"".",53.31343175899748,-4.675647180420766,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
248,2015,PAS: Shorwell I 943,364.0,378.0,EG_IARCH,hoard,,,24.0,24,0,1932.0,1932.0,"Robertson 2000, 338 no. 1382:""""The second find was in Limerstone Down, where, about a mile from the Shorwell end of the bridle-path along the ridge, a bank with a ditch to the west crosses it from north to south.Here, about Christmas 1932, gravel-digging on the south side of the down revealed Roman pottery and coins. It also showed the bank to have been a substantial one and the ditch 9 feet wide at the top and more than 4 feet deep. The bottom of the ditch was not reached and nothing was found in it or the bank, but in a depression near the top of the bank Mr. W. Flux, the gravel-digger who first noticed the sherds and coins found a large part of an undoubted Roman bowl, which goes to show that the bank is not later than the Roman period. Eastward of the bank a terrace of the original soil had been left by a previous gravel-digging, and it was from the thin layer of earth here that the bulk of the finds came. They include potsherds, a lump of lead, rings, a buckle and a socketed knife or sickle of iron, and 22 coins, mostly fourth century, with two worn survivals from the second. As Mr. Pritchett and I found 14 of them within a small area, they probably represent a hoard lost about the end of the fourth century, the latest legible specimens being four of the Valentinian dynasty (364-383 AD)""G.A. Sherwin, in Proc. I.O.W. Nat. Hist. and Ant. Soc., II (1930-7), 323f.The Rev. E. A. Sydenham described the find as ""a small hoard of 22 bronze coins ranging from Constantine to Valens (AD 307-378), also two worn coins of Hadrian and M. Aurelius (?), probably not belonging to the hoard.""Proc. I.O.W. Nat. Hist. and Ant. Soc., III (1938-45), 386""",50.651407112414134,-1.377138884990208,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
249,1933,PAS: Calbourne 945,397.0,402.0,EG_IARCH,hoard,,,4.0,4,0,2011.0,2011.0,"2 solidi and 2 siliquae to 402. BNJ 2012, 48.Treasure numbers associated with this hoard: 2011 T182Other PAS records associated with this hoard: IOW-099F52",50.73145013896438,-1.342355529392465,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
250,1953,PAS: Fishbourne Beach 946,383.0,388.0,EG_IARCH,hoard,,,71.0,71,0,1987.0,1988.0,"""A scatter of 71 fourth century billon and bronze coins was found in a shingle bank on the eastern side of the mouth of the creek at Fishbourne Beach, Wootton Creek, Isle of Wight, over a period of several months during the winter of 1987-1988, by metal detector user Mr Tom Winch. All of the coins found were taken to the Isle of Wight County Council Archaeological Unit for study. The coins were located in an area of about twenty square metres, in the intertidal zone, just below the high water mark. There was no trace of a container. Other finds from the same area include Roman glassware, pottery and a probable kiln of the Roman period, a Claudian copy (reverse Minerva), an as of Nero (RIC (2) 543 or 545), and three sestertii of Hadrian (BMC 1636) and Antoninus Pius (BMC 1656 and 1705). Investigations at the site by the Archaeological Unit are continuing with the aid of a grant from Sealink UK..House of Constantine 4Constans, Aug 1Constantius II, Aug or Constans, Aug 3Magnentius 1Gratian 3Valentinian II 1House of Valentinian 25Theodosius I 2Arcadius 1Magnus Maximus 22Uncertain 8Total 71K. Butcher, in CHRB IX (1992), 356f., types, mints",50.73510980661079,-1.210377304910893,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
251,1925,PAS: Godshill 949,393.0,395.0,EG_IARCH,hoard,,,27.0,27,0,2012.0,2012.0,5 radiates and 22 nummi to 395Treasure numbers associated with this hoard: 2012 T288Other PAS records associated with this hoard: IOW-6D7046,50.63465620900938,-1.2620750637434852,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
252,1613,PAS: Ryde 952,395.0,402.0,EG_IARCH,hoard,,,6.0,6,0,1874.0,1874.0,"Robertson 2000, 377 no. 1537:""""In cutting the railway line from Ryde to Newport, Isle of Wight, at Haven Street, the workmen dug up a hoard of small brass Roman coins, which by the energy of Mr. F. Roach, were secured by Dr. Barrow for the Museum of the Ryde Literary and Philosophical Society. It will suffice to say they are mostly of Theodosius, Arcadius, and Honorius, with the usual admixture of coins of preceding emperors back to the epoch of the Constantine family. The only coin of rarity which we noticed is a Magnus Maximus with the reverse SPES ROMANORVM; a castrum, in exergue PCON.""C. Roach Smith, in NC, 1874, 352The Museum of the Ryde Literary and Philosophical Society was closed some years ago, and the contents dispersed.5 coins from this hoard were in Carisbrooke Castle Museum, Newport:AEValentinian II 1Eugenius 1Honorius (?) 1""Theodosian"" 25(SALVS REIPVBLICAE 1; VICTORIA AVGGG 3; uncertain 1)Examined, 1960 (ASR)""",50.70481695458821,-1.2123021841547392,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
253,1942,PAS: Medina District 953,395.0,402.0,EG_IARCH,hoard,,,1156.0,1156,0,1995.0,1996.0,"1156 nummi to AD 395. NC 1999, 31.",50.684438304166534,-1.2310451131628704,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
254,1590,PAS: Sandown 959,395.0,402.0,EG_IARCH,hoard,,,92.0,92,0,1943.0,1943.0,"Robertson 2000, 377 no. 1538:""""A hoard of 22 'minims' and another of 66 similar coins. (Possibly all part of the same hoard). Constantius II to Arcadius (AD 337-395).""Rev. E.A. Sydenham, in Proc. I.O.W. Nat. Hist. and Ant. Soc., III (1938-45), 386-88.In Carisbrooke Castle Museum, Newport, there were two groups of 66 and 26 (not 22) coins, both listed in the same handwriting, apparently that of Rev. E.A. Sydenham, and probably the coins referred to above. They were all small AE:AE AE TOTALUrbs Roma 1 1Helena (?) 1 1Constantius II, or Constans, Aug. 2 2Magnentius or Decentius 1 1Valentinian I 1 1Theodosius 1 1 2Magnus Maximus 1 1Arcadius 3 7 10Honorius 1 - 1""Theodosian"" 11 4 15uncertain, probably ""Theodosian"" 47 10 5766 26 92(1 b.)(1 b.)(b.)(b.)The coins of Theodosius, Arcadius, Honorius, and ""Theodosian"" included 8 with SALVS REIPVBLICAE, and 13 with VICTORIA AVGGG.Examined, 1960 (ASR)""",50.64933175434182,-1.1734834805655936,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
255,1926,PAS: Shalfleet 960,395.0,402.0,EG_IARCH,hoard,,,9.0,9,0,2003.0,2003.0,"2 solidi (Eugenius, 1; Arcadius, 1);7 siliquae (Honorius, 5; Arcadius or Honorius, 2, all of AD 394-402). Found by metal detectorist Mr Peter Peach, August 2003. Frank Basford writes: I have now visited the site with Mr Peach and have recorded the findspots very precisely using our GPS. All the coins were found together within an area defined by using a radius of 14 metres. Unfortunately I was not able to see other artefacts in the soil due to the presence of weeds and stubble. However, the nearest Roman artefact recorded on the SMR is about 600m from this site.' Report on the coins by Malcolm Lyne. AD 393-5 (1)1. Eugenius, rev.: VICTOR-iA AVGG, Two emperors std. facing; in field: L D; in exergue: COM, RIC IX Lyon 45, 4.47g AD 394-402 (1)2. Arcadius, rev.: VICTOR-IA AVGGG, Emperor stg. r., in field: M D; in exergue: COMOB, RIC IX Milan 35(b) = RIC X 1205, 4.43g. TAR 2003, 382.Treasure numbers associated with this hoard: 2003 T185Other PAS records associated with this hoard: IOW-9FD543",50.70864437550069,-1.414931194380169,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
256,1986,PAS: Shanklin 961,395.0,402.0,EG_IARCH,hoard,,,606.0,22,584,1833.0,1833.0,"Robertson 2000, 377-378 no. 1539:""""About fifteen years since, 600 of the small brass coins of Valentinianus and Theodosius, with six denarii of Gratianus, Arcadius, and Honorius, enclosed in an earthen vessel, were ploughed up at Cliff, near Shanklin.""NC, 1845, Proc., 18f.Rev. E. Kell, in JBAA, VIII (1853), 329, gave the date of discovery as 1833.16 coins from this hoard, 1 ant. and 15 small AE, are in Carisbrooke Castle Museum, Newport:Ant. AEClaudius II (deified) 1House of Valentinian I 1Theodosius 1Arcadius 1Honorius 3 ""Theodosian"" 91 15(SALVS REIPVBLICAE 8 (1 b.?); VICTORIA AVGGG 5 )The 6 ""den."" were of course sil.Examined, 1960 (ASR)""",50.621808521606845,-1.1985632776452395,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
257,1683,PAS: Vindolanda 962,350.0,361.0,EG_IARCH,hoard,,,300.0,300,0,1833.0,1833.0,"Robertson 2000, 321 no. 1330:""""It is also worthy of remark that all these large, broad-bedded stones had a luis hole in their upper surface, by which they had been raised to the top of the wall, and that upon and about one of them belonging to this gateway 300 small brass coins, mostly of Constantius and Magnentius, but a few of Constantine II and Constans were found not in a heap, or a vessel but dispersed among the soil, evidently after the cordon stones of the tower had fallen from its top, and very probably some 70 or 80 years before the supposed date of the Notitia in 450, which authority garrisons the fourth cohort of the Gauls here at that time.""J. Hodgson, Hist. of Northumberland, Part II (1840), Vol. III, 196J. Collingwood Bruce, Roman Wall, 2 ed. (1853), 415, gave 1833 as the date of discovery""",54.9912003522625,-2.3609957998878652,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
258,1947,PAS: Shorwell (Siliqua Hoard) 965,395.0,402.0,EG_IARCH,hoard,,,3.0,3,0,2010.0,2010.0,3 siliquae to 402. NC 2011.Treasure numbers associated with this hoard: 2010 T395Other PAS records associated with this hoard: IOW-882453,50.60758024363581,-1.3403805261786426,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
259,1983,PAS: Ventnor 969,395.0,402.0,EG_IARCH,hoard,,,6.0,6,0,1860.0,1862.0,"Robertson 2000, 408 no. 1630:""""'A Roman Bronze Ring and (6) Roman coins (minimi) found in an urn in excavating the South end of the Ventnor Tunnel.Presented by John Loxley, Esq. In Andover Museum.""C. Lockhart, General Hist. of the I.O.W., Suppl. to B.B. Woodward and T.C. Wilks, Hist. of Hants. (1862), 25Bronze ring and 6 coins not located in Andover Museum""Minimi"" (""Theodosian""?)""",50.59930146358321,-1.2081297516306733,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
260,1989,PAS: Wroxall 971,393.0,402.0,EG_IARCH,hoard,,,5000.0,463,4537,1863.0,1863.0,"Robertson 2000, 378 no. 1540:""""I have much pleasure in sending the following notes respecting a jar of coins lately discovered in one of the cuttings of the Ryde and Ventnor Railway in this island.The coins were discovered on September the 25th, 1863, near the village of Wroxall, at the south of the island. They were all enclosed in a jar of coarse earthenware, which was buried about five feet below the surface of the ground. The jar was surrounded by a rubble wall of loose stones. The locality was the side of a steep rise near the fountain-head of a strong spring. The jar was broken by the stroke of a pick, and many of the coins were tipped into the railway embankment before it occurred to anybody to secure them. The number of coins in the jar was very great, probably amounting to 5,000. All of these that I have seen were of copper, and most of them exceedingly shabby. I should think that four-fifths of the whole number were quite blank, and hardly one in twenty presented any reliable face or inscription.""Coins of the following emperors were identified:- Claudius II, Constantius (II?), Constans, Valens, Gratian, Valentinian II, Theodosius and Arcadius.W. Airy, in NC, 1863, 268J.A. Barton, of Southampton, stated that ""although the number of coins turned up from the soil is said to have been very large, they have been so dispersed among the labourers and cottagers of the neighbourhood, that only a few hundreds remain in the possession of the overseer of the works."" This ""residue"" was examined by Barton, and found to consist of 5 ant. and over 240 small AE:Ant. AEGallienus 1Claudius II 1Tetricus I 3Crispus 1Constantine II, Caes. 3Helena 1Constantius II, Aug. 9Valentinian I 6Valens 8Gratian 2Theodosius 3Arcadius and Honorius 200""Gate type"" 3""broken and oxidised"" ""a great number""5 236 or moreor more (chiefly SALVS REIPVBLICAE) J.A. Barton, in Gent. Mag., 1864, I, 88In 1933, B.H.St.J. O'Neil examined 463 coins from this hoard, preserved in Carisbrooke Castle Museum, Newport, with the comment:-""It seems likely that the collection about to be described is this 'residue' [i.e. the 'residue' mentioned by Barton in Gent. Mag., 1864, 1, 88], as it was termed, bereft of nearly all its earlier coins, and many, also, of the larger fourth-century issues. Those which remain are almost all of 4 AE size, and in a very poor condition, representing the dregs of the largest recorded hoard of its kind."":Ant. AETetricus I 1Constantine I 1Urbs Roma 1Constantius II, or Constans, Aug. 1House of Constantine I 3House of Constantine I, or of Valentinian I 10Valentinian I 2Valentinian II 3House of Valentinian I 3Theodosius 7Maximus or Victor 1Arcadius 13Honorius 7Honorius (?) 1""Theodosian"" 149uncertain 4th cent. 110frag.s c.1501 462(GLORIA EXERCITVS, 1 stand.)(1 overstruck)(1 overstruck)B.H.St.J. O'Neil, in NC, 1933, 220-2, types, mints; Proc. I.O.W. Nat. Hist. and Ant. Soc., II (1930-7), 299-310, types, mintsThe ""Theodosian"" coins included 22 with SALVS REIPVBLICAE, and 79 with VICTORIA AVGGG.20 other coins from this hoard were presented, 1963-4, to Leeds City Museum.""",50.610576870478525,-1.2131697772224652,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
261,410,PAS: Great Witcombe Roman Villa 976,364.0,378.0,AC_Excavated,hoard,excav,,8.0,8,0,1938.0,1938.0,"In 1938, during excav. of Roman villa at Great Witcombe, 8 coins of Valentinian I & Valens found in fill of hypocaust after it had ceased functioning."" JRS 1939. 29: 217. Letter, Sept. 1963, from E.M. Clifford, stated coins did not constitute a hoard.  Clifford, E.M. 1954. The Roman Villa, Witcombe Glos. Trans. Bristol & Glos Arch Soc 73: 5-69.",51.826775525159604,-2.1475213567084883,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
262,207,PAS: Watercrook Roman fort 977,330.0,350.0,AC_Excavated,hoard,excav,,17.0,0,17,,,"Roman fort at Watercrook S of Kendal was excav by Potter in 1975-5. In square stone guard chamber to NE gate of fort, one charcoal rich layer sandwiched in between 2 occupation layers/phases of use contained a ‘large quantitity of objects’ incl. pottery, bronze finger ring, arrowhead, calthrops, iron lock & building fittings, a surgical probe, & 4 coins close together. These dated to post-AD 268-273, & were of Claudius II, radiate copies of Victorinus, & Tetricus I. T.W. 1979. Romans in North-west England. Excavations at the Roman Forts of Ravenglass, Watercrook, and Bowness-on-Solway, pp. 158-160, figs. 60-61.",54.310063119393696,-2.747428172295733,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
263,340,PAS: Richborough 978,353.0,361.0,AC_Excavated,hoard,excav,,875.0,875,0,1931.0,1931.0,"""hoard of 875 bronze coins, found on Sept 1st, 1931, at level within Roman fort of Richborough. The evidence of the finder is that the coins, found in a mass, were unaccompanied by any trace of purse, box or other container & showed no sign of having been secreted in a hole in a wall or in thatch. The corrosion of some of coins & traces of wood-fibre (?) on them suggest possible burial in a box with iron bands. The site on which coins found seems to have carried a hut, with foundation course of large rough pieces of Folkstone stone. The coins lay near an angle of this foundation, as they might if buried under a hearth. The general level of the site has yielded pottery of late 3rd to 4th C. date. H. Mattingly and W.P.D. Stebbing 1938. NNM 80. R. Reece. 1968. Research Rep. Soc. Ant. 26: 191. J.A. Davies, in BNJ 52 (1982), 17-26, re-investigated the 1931 Richborough hoard along with other more recent radiate hoards. Coins at a level within the Roman fort of ""Richborough, which had been dated to the same age as the walls."" Some of the coins said to show signs of burning. This is area XXII in Cunliffe 1968, 28 fig 11. The hoard was buried just to the south of a gully cutting through earlier ovens and with a silver ingot in its terminal, apparently in a layer of daub from an adjacent structure (although this could also be the context for hoard 1022).Cunliffe 1968, 28-29.",51.292576466617945,1.331906673029632,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
264,2019,PAS: Caerleon (Fortress Baths 2) 979,364.0,378.0,EG_IARCH,hoard,,,6.0,6,0,1982.0,1982.0,Six coins found partly fused on the site of the Fortress Baths during reconstruction work in 1982.,51.61014639364307,-2.9536161799909864,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
265,1941,PAS: Richborough 980,393.0,402.0,EG_IARCH,hoard,,,76.0,76,0,1937.0,1937.0,"Robertson 2000, 381 no. 1551:""[For Richborough, 1937a, see no. 1456]""1937 Hoard"":AECrispus 1Constantius II, Caes. 1Helena (after AD 337) 1Constantius II, Aug. 2House of Constantine I 1Magnentius 1Valentinian I 1Valens 1Valentinian II 19House of Valentinian I 1Theodosius 6Magnus Maximus 3Arcadius 17Honorius 3House of Theodosius 1876(CAESARVM NOSTRORVM)(GLORIA EXERCITVS, 1 stand., b.)(FEL TEMP REPARATIO, falling horseman)(rev. uncertain)(VICTORIAE DD NN AVG ET CAE, b.)(SALVS REIPVBLICAE 9; VICTORIA AVGGG 10)(rev. uncertain)(SALVS REIPVBLICAE 2; VICTORIA AVGGG 3)(SPES ROMANORVM)(SALVS REIPVBLICAE 2; VICTORIA AVGGG 15)(VICTORIA AVGGG)(rev. uncertain)76 coins in Richborough Site MuseumR. Reece, in Bull. Inst. Arch., London, 18 (1981), 69f., types, mints""",51.29184177711816,1.3261149679985633,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
266,1990,PAS: Richborough 981,395.0,402.0,EG_IARCH,hoard,,,4000.0,108,3892,1932.0,1932.0,"Robertson 2000, 381-382 no. 1551A:""In 1932, a hoard of c. 5000 late fourth century AE coins was presented to the Maidstone Museum. In 1957, Miss Elizabeth Pirie, Maidstone Museum, learned from W.P.D. Stebbing that he remembered hearing of the hoard turning up at Richborough (in 1932?), and that it was not directly connected with the site. Letter from Elizabeth Pirie, Aug. 1957In Dec. 1988, D.B. Kelly, Maidstone Museum, stated, in a letter, that the hoard had been presented to the Museum by Mrs. Routledge in 1932, and according to the Museum gazetteer had been found at Richborough by Canon Routledge. (There was a Canon Routledge at Canterbury, who died in 1904.)D.B. Kelly counted the coins, and made the total c. 4000. He also noted that out of a few hundreds sorted and identified some time ago, there were 8 antoniniani (3 irregular), and AE coins from the reign of Constantine I to Honorius (including about 80 coins of Arcadius and 20 of Honorius, all with the SALVS REIPVBLICAE or VICTORIA AVGGG rev.).""",51.29184177711816,1.3261149679985633,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
267,384,PAS: Richborough (Area X) 982,395.0,402.0,AC_Excavated,hoard,excav,,364.0,364,0,1928.0,1928.0,"In 1928, a hoard ""found in NE of Area X contained 364 coins, 92 per cent of those legible being Theodosian."" The coins were 4 ant. and 360 small AE. J.P. Bushe-Fox & W.P.D. Stebbing. 1949. Research Rep. Soc. Ant. 16: 276, 278. In the north-east of area X (in the southern centre of the fort), no detail of context.",51.292576466617945,1.331906673029632,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
268,391,PAS: Richborough (Area XVII) 983,393.0,402.0,AC_Excavated,hoard,excav,,168.0,168,0,1932.0,1932.0,"168 coins in rather poor condition."" Letter, Jan. 1938, from B.W. Pearce. R. Reece. 1981. Bull. Inst. Arch. London 18: 69f. Reece labels as from area XVII/32 W Ext. XVII/32 seems to have covered the Chalk House and the area to the S of it.",51.29261723604567,1.3304749828314868,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
269,392,PAS: Richborough (Pit 180) 984,395.0,402.0,AC_Excavated,hoard,excav,,95.0,95,0,1930.0,1930.0,"Hoard. Pit 180. Top"". 91 coins, 4 ant. & 87 small AE. J.P. Bushe-Fox & W.P.D. Stebbing. 1949. Research Rep. Soc. Ant. 16: 99, where no. of coins is given as 83; & 276, 279. R. Reece. 1981. Bull. Inst. Arch., London 18: 70f, gives total as 95. Top of pit 180, in area XVI ""cut through the road or path over the Claudian ditches, and was only cleared to the level of the bottom of the latter"". This large pit is visible on the plan on Plate XCVI of Bushe-Fox 1949.Bushe-Fox 1949, 99.",51.29351489427491,1.3305399937832008,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
270,393,PAS: Richborough (Pit 220) 985,395.0,402.0,AC_Excavated,hoard,excav,,84.0,84,0,1930.0,1930.0,"Pit 220 cut through fill of inner ditch on N side of 3rd C. earth fort.  A shallow pocket in mouth of pit contained hoard of 85 Theodosian coins, 1 ant. & 84 AE. J.P. Bushe-Fox & W.P.D. Stebbing. 1949. Research Rep. Soc. Ant. 16: 104, 276, 279. Pit 220 cut through the filling of the inner ditch on the north side of the third-century earth fort. It was 9 feet deep and 3 ft 2 inches in diameter, with third century coins at the bottom. A shallow pocket in the mouth of the pit contained a hoard of Theodosian coins.The position of the pit can be seen in Plate XCIX in the back of Bushe-Fox 1949.Bushe-Fox 1949, 104.",51.29347412354656,1.3319717118041043,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
271,389,PAS: Richborough (Pit 98) 986,395.0,402.0,AC_Excavated,hoard,excav,,62.0,62,0,1928.0,1928.0,"Pit 98 in area XI. In top 5 ft. were 65 coins, a hoard of Theodosian period."" 3 sil., 1 ant. & 62 AE. J.P. Bushe-Fox & W.P.D. Stebbing. 1949. Research Rep. Soc. Ant. 16: 87, 276, 279. Pit 98 in area XI, dug through the filling of the inner ditch of the third-century earth fort - in the top 5 feet of the pit. [NB described as pit 28 in Reece]. The pit was 17 feet deep in total and the bottom 5 feet were lined with stones. The contents included ceramic sherds, a comb, a bronze pin and two bone pins, as well as portions of two bone armlets. Position marked on Plate XCIX of Bushe-Fox 1949.Bushe-Fox 1949, 87.",51.29347412354656,1.3319717118041043,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
272,388,PAS: Richborough (S Of Chalk House) 987,393.0,402.0,AC_Excavated,hoard,excav,,124.0,124,0,1931.0,1938.0,"R. Reece, following B.W. Pearce's manuscript & typescript lists of Roman coins found at Richborough in 1931-8, recorded ""Hoard II South of Chalk House"". 124 coins. Reece noted ""no information available as to which individual coins formed this hoard. R. Reece. 1968. Research Rep. Soc. Ant. 23: 190.",51.29261723604567,1.3304749828314868,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
273,387,PAS: Richborough (S Of Site IV) 989,393.0,402.0,AC_Excavated,hoard,excav,,96.0,96,0,1931.0,1938.0,"R. Reece, following B.W. Pearce's manuscript & typescript lists of Roman coins found at Richborough in 1931-8, recorded the following hoard: ""Hoard I South of Site IV"". 96 coins. Reece noted no information available as to which individual coins formed this hoard. R. Reece. 1968. Research Rep. Soc. Ant. 23: 189-91.",51.292576466617945,1.331906673029632,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
274,376,PAS: Richborough (W Of Site I) 990,395.0,402.0,AC_Excavated,hoard,excav,,1208.0,1208,0,1926.0,1926.0,"In 1926 during excav. of Saxon Shore fort, ""Theodosian hoard found to W of site I.  The coins came from small pit about 3 ft. 6 in. in diameter cutting through & extending 3 ft. below surface of a heavily burnt layer. As they were found scattered in the soil they must have been in either a box, or bag of perishable material."" The coins were 1 ""first brass"", 12 ant. & 1189 AE. J.P. Bushe-Fox & G.C.F. Hayter. 1932. Research Rep. Soc. Ant. 10: 34, 188-93. To the west of site I (within stone fort & outside ditches of the earth fort). The coins came from a small pit about 3 ft. 6 in. in diameter cutting through and extending 3 ft. below the surface of the heavily burnt layer (consisting of burnt wattle and daub buildings). The pit also contained ceramic vessels, thin glass, an iron hinge and 40 iron nails.Bushe-Fox 1932, 34",51.29347412354656,1.3319717118041043,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
275,2033,PAS: Aylesford 995,367.0,378.0,EG_IARCH,hoard,,,97.0,97,0,1830.0,1852.0,"Robertson 2000, 346 no. 1416:""""A short time since, a labourer digging upon the hill above Kit's Coty House turned up an urn containing about 100 small brass Roman coins nearly all of which were obtained by Mr. Humphrey Wickham of Strood.""The coins were 1 or 2 ant. and 96 or 97 small AE:Ant. AETetricus 1-2House of Constantine I 19-20Magnentius 1Valentinian I 20Valens 41Gratian 151-2 96-97C. Roach Smith, in NC, 1853, 59, some types, mints""",51.321051783412514,0.5078913148378691,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
276,1791,PAS: Stanley 996,335.0,341.0,EG_IARCH,hoard,,,7198.0,0,7198,1905.0,1905.0,"Robertson 2000, 280 no. 1181:""""At Smalley Bight Farm, Stanley, near Wakefield, a ploughman at work in one of the fields turned up an earthenware vase, and exposed to view a large number of bronze coins. The vase, which was scarcely two feet below the surface of the ground, was, unfortunately, broken to pieces.""-F. Haverfield, in Antiquary, XLI (1905), 455-7198 coins were collected from the broken pot, of which 4844, all AE, were:Constantine I 754Licinius I 3Constantia 1Licinius II 1Crispus 1Constantine II, Caes. 1125Constantius II, Caes. 674Helena (before AD 337?) 3Theodora (?) 3Constantinopolis 840Urbs Roma 1323Constans, Caes. 32Delmatius 3Constantius Gallus 1uncertain 804844(?)""The five rude or exceptional semi-barbaric coins found in the hoardare British imitations of Roman coins. These form a portion of the sixty specimens presented by Mrs. Wheatley to the Museum [i.e. the Leeds City Museum].""-A. Dodgson in Thoresby Soc. Misc., XV (1905-9), 103-10, types, mints,-These 60 coins are believed to have been on exhibition during the 1939-45 War, and to have been scattered beyond recovery when the Leeds City Museum received a direct hit by bombs.15 coins in Hull City Museum, and a few others in Wakefield Museum.Examined, 1938 (ASR)In view of the fact that there was no other coin in the hoard, so far as recorded, later than the reign of Constantine I, it seems likely that the single coin attributed to Constantius Gallus, was either wrongly identified, or came from some other source.""",53.70496923276594,-1.4728003131008116,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
277,1780,PAS: Armathwaite 1007,307.0,337.0,EG_IARCH,hoard,,,20.0,20,0,1758.0,1759.0,"Robetson 2000, 246-247 no. 1014:""3 May 1759""Mr. Lock communicated an Extract of a Letter addressed to him by Willm Milbourne Esq. wherein he acquainted him, that he had lately got 20 Roman Coins that were found within a Mile of his Seat, at Armathwaite Castle in Cumberland; they are all of Copper, 18 of them Constantinus, &amp; 2 of Licinius.""-Ms. Min. Soc. Ant., VIII (1757-62), 155""",54.7973756179325,-2.7792288886249197,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
278,1699,PAS: Canterbury (Hythe Road) 1008,317.0,324.0,EG_IARCH,hoard,,,107.0,107,0,1956.0,1956.0,"Robertson 2000, 259 no. 1086:""""On 31 October 1956 at the limeworks of Messrs. Frank Cooper, Ltd., in south Canterbury a hoard of 107 coins was found in what may be an ancient flint-mine shaft, nine feet from the top of the shaft. The coins were found scattered and the container, whatever it may have been, was presumably broken in the course of work in removing chalk.""The coins were 1 ant. and 106 AE.Ant. AEProbus 1Constantine I 52Crispus 27Constantine II, Caes. 271 106(1 slightly irregular, BEATA TRANQVILLITAS)-R.A.G. Carson, in NC, 1957, 249-57, types, mints, die axes.-The site of the limeworks was said in JRS, XLVII (1957), 225, to be in Hythe Road, south of Canterbury. (For Canterbury 1956a, see no. 882.)107 coins in Royal Museum, Canterbury""",51.276538625545506,1.0719615768429411,highest,PAS UK Finds,,2017-08-28 08:25:10.122193
