hoard_id,PAS_unique_hoard_id,name,startDate,endDate,hoard?,excavation?,single?,num_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported,updated,Tag_IDs,references
   Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   260-261 no. 1090
Shotter, D., 1990    Roman Coins from North-West England (original edition)    Lancaster:   193
Shotter, D.C.A. and James, A., 1984    Roman Coin Hoard(s) from Hainings Farm, Kirksteads, Carlisle    Cumbria:  CAWAAS 260-2"
369,IARCH-C3D4AD,PAS: Ravenglass 369,,,hoard,excav,,3,1976.0,1976.0,"Robertson 2000, ~~318 no. 1319:""During excavations conducted in 1976-8 by T. W. Potter, on the Roman fort at Ravenglass, 32 Roman coins were found:<br />""The three coins Nos 26-28 were found corroded together: this and the fact that other coins of Constans and Magnentius of similar type and condition were found in the excavations suggest the possibility of a disturbed hoard.""<br />D.C.A. Shotter, in T.W. Potter, Romans in North West England (1979), 104, types, mints<br />The 3 coins listed by D.C.A. Shotter were said to be AE coins of:<br />Constans, Aug. 2<br />Magnentius 1<br /><br />3<br />(FEL TEMP REPARATIO, hut 1; falling horseman 1)<br />(FELICITAS REIPVBLICE)<br />However, the LRBC, ii, 196 coin said to be of Constans, Aug. (FEL TEMP REPARATIO, falling horseman type) was of Constantius II, Aug. Cp. D.C.A. Shotter, in TCWAAS, n.s., 79 (1979), 8, 11, 13, where the 3 coins were said to be of Constans, Constantius II and Magnentius)"" ******* Shotter (1990, 206) mentions that ""two further coins (one each of Constans (LRBC II.180) and Magnentius (LRBC.II.7) might relate to them"". This would put the date of the hoard to AD 353.",54.34955,-3.4046,highest,PAS UK Finds,1/13/2015 11:57,44:02.0,8/12/2015 10:45,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   318 no. 1319
Shotter, D., 1990    Roman Coins from North-West England (original edition)    Lancaster:   206"
370,IARCH-E3496E,PAS: Muncaster 370,,,hoard,,,2,1800.0,1800.0,"Bland and Loriot (2010, 139-140):""1. Lake District HER 4006 (`A gold coin of Theodosius I (AD 379-395) found c. 1800 in the foundations of the pele tower at Muncaster Castle (SMR 1981). In the Castle Museum. The insciption reads: obv. D N THEODOSIVS P F AVG; rev. VICTORIA AVGG TROBC (Shotter).') = TCWAAS 2, 48, (1948) p. 219 (`At Muncaster Castle a gold coin of Theodosius I was found ca. 1800 in the foundations of the 14th century pele tower; it is in Lady Ramsden's collection at Muncaster, where I have seen it.') = TCWAAS 2, 58 (1958), p. 23 (`solidus of Theodosius I at Muncaster') = D C A Shotter, `Roman Coin-finds in Cumbria', TCWAAS 2, 89 (1989), p. 43 = Shotter 1990, p. 206, 8 (`Muncaster: A single gold solidus of Theodosius (RIC IX (Trier), 50 of AD 379-83) which was found at the Castle c. 1800 (TCWAAS 2, 48 (1948), 219; TCWAAS 2 f/c) might conceivably constitute a hoard of a single coin.') and ibid., p. 239 = Shotter, TCWAAS 2, 91, 1991, p. 273 (`A solidus of Theodosius was found c. 1800 at the Castle (TCWAAS 2, 48, 219. Details are: [description follows]. My thanks are due Mr and Mrs P Gordon-Duff- Pennington for allowing me to see the coin.')<br />2. Tullie House Museum records (`Muncaster, Cumbria,' with a reference to TCWAAS 48, 1948, p. 219, which describes the solidus of Theodosius. However, Tim Padley, Tullie House Museum, has written (February 2008), expressing uncertainty as to whether this coin actually did come from Muncaster Theodosius I, 2 (solidus, 1; tremissis, 1). Probably more coins found originally.""",54.35459,-3.3809,highest,PAS UK Finds,1/13/2015 11:57,44:02.7,8/17/2015 9:05,,"Bland, R. and Loriot, X., 2010    Roman and Early Byzantine Gold Coins found in Britain and Ireland    London:  Royal Numismatic Society 139-140 no. 124
Shotter, D., 2011    Roman Coins from North-West England: The third supplement    Lancaster:  Lancaster University 118"
373,IARCH-82E1E5,PAS: Eden Valley 373,,,hoard,,,600,2010.0,2010.0,"Fused lump of c.600 coins; nummi of 321-40Treasure numbers associated with this hoard: 2010 T355<br />Other PAS records associated with this hoard: LANCUM-F58816 ******* Found in peaty-looking soil, no potsherds at all, possible organic container. The bulk of the hoard is fused in a lump which may have assumed the shape of a purse in which the coins were originally concealed. At the time of discovery, there was reported to be a layer of darkish earth which might have been the remains of decayed leather. The weight of this lump is 1,150gm, which would suggest that it consists of approximately 600 coins. In addition, 62 coins have become separated from the lump at some stage; some of these are now single, and some remain in small (2-13 coins) fused groups. This might suggest that the size of the hoard is closer to 700, although the weight of corrosion products needs to be taken into account. All the coins that can be identified or part-identified appear to be Constantinian issues of the period, c. AD 320-340; whilst some are quite badly corroded, many seem to have been relatively fresh when deposited. Summary here is of loose coins, examination of the lump suggests that it reflects this date range.On display in Penrith and Eden Museum as the Newby hoard.",54.57427,-2.637,highest,PAS UK Finds,1/13/2015 11:57,44:04.7,10/23/2015 11:32,,"Shotter, D., 2011    Roman Coins from North-West England: The third supplement    Lancaster:  Lancaster University 115
Shotter, D., 2013    A late Roman coin hoard from Newby, Cumbria"
382,IARCH-458283,PAS: Cockerton 382,,,hoard,,,,1800.0,1850.0,"Robertson 2000, <span>264 no. 1107</span>:""""In later times a vast quantity of Roman third brass coins have been discovered in the Cockerbeck, between Mowden Bridge and Darlington and in Baydalebeck near the same bridge. They were in the most perfect preservation and are all of the Constantine family.""<br />-W.H.D. Longstaffe, Hist. and Ant. of<br />Darlington (1854), 187<br />-A note stated that Longstaffe had seen coins of ""Helena, Flavia, Maxima Fausta, Constantine I and II and Crispus.""<br />This is probably the hoard referred to in JBAA, n.s., XXVII (1921), Arch. Notes, 104:<br />""Some 75 years ago a large number of Roman coins were found near the same spot [i.e. Cockerton]."""" ******* NMR has report of a mixed hoard including gold and silver coins of the same date.May refer to two finds, one in Cockerton and one in the parish of Low Coniscliffe and Merrybent. Pastscape 23607 refers to a 1978 detector survey on the site of the latter. 31 coins from AD 308 to 346 were found.Craig Barclay notes that some coins from this find may be in the Yorkshire Museum (A. Woods pers. comm.).",54.53546,-1.6012,highest,PAS UK Finds,1/13/2015 11:57,44:10.7,9/7/2016 16:27,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   264 no. 1107"
383,IARCH-1F511E,PAS: Piercebridge II 383,,,hoard,excav,,131,1980.0,1980.0,"Listed by Robertson <span>2000, </span><span>372-373 no. 1525A </span>as: ""A scattered hoard found in Feature 1069 during excavations inside the fort at Piercebridge between 6.5.80 and 15.6.80."" This entry has now been superseded by a full listing by Brickstock (2008). The findspot of the hoard was actually just outside the E gate of the fort in vicus in Tofts Field. The hoard contains 131 coins from Septimus Severus to House of Theodosius, including two silver siliquae of Arcadius &amp; Honorius. Feature 1068 also contained 2 bronze brooches, a silver penannular brooch, bronze rings, a stylus, bracelet frags., military equipment fastenings and scrap, plus a lead pottery repair cramp, a glass bead, a bone needle and a misc. iron item. Described as a 'bronzeworker's hoard' in main text (Scott and Large in Cool and Mason 2008, 88), but finds report cautions against this because of the personal items (Cool in Cool and Mason 2008, 261-2). The objects listed here are those from the same context as the coins. ******* Robertson (2000, <span>372-373 no. 1525A) </span>lists contents on the basis of a provisional unpublished summary by M. F. Sekulla as: Official AR AE Victorinus 1 Illegible House of Constantine 1 RIC VII London as 199 Constantine I 2 LRBC I as Trier 52, as Tr. 87 Constantine II 1 LRBC I Lyons 181 Constans 1 LRBC I Trier as 150 Constantius II 1 LRBC II Aquil. as 953 Magnentius 1 LRBC II Lyons 212 Valentinian I 6 LRBC II Lyons as 324, 275, 279; Arles 520, as 501 Valens 9 LRBC II Lyons as 344, 276, 301; Arles as 483 (2), 519, 528, 499, 526 Gratian 6 LRBC II Lyons 371, 297; Arles as 503, 505; 2 illegible Theodosius I 3 LRBC II Arles 565; Rome 797 Valentinian II 4 LRBC II as Rome 796 (2); 2 illeg. Arcadius 1 RIC IX Trier 106b 6 LRBC II Lyons 392, as 392 (5) Honorius 1 RIC IX Milan as 32 obverse type illegible VICTORIAEDDAVGQNN 2 FELTEMPREPARATIO 1 SECVRITASREIPVBLICAE 4 GLORIAROMANORVM 5 SECVRITAS/ GLORIA 1 VICTORIAAVGGG 7 SALVSREIPVBLICAE 15 VICTORIA/ SALVS 6 Copies AR AE Tetricus II 1 RIC 254 Constantine I 1 LRBC I as Trier 52 Constantius II 9 LRBC II as Trier 47 (9) Hybrid copy 1 LRBC II obv. as Trier 48; rev. as Trier 47 illegible AE 4 21 Total 2 AR 116 AE",54.53613000000001,-1.6758,highest,PAS UK Finds,1/13/2015 11:57,44:11.5,3/4/2016 14:22,,"Brickstock, R.J., 2008    The Coins. In: Roman Piercebridge. Excavations by D.W Harding & Peter Scott 1969-1981.    Durham:   165, 262
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   372-373 no. 1525A"
391,IARCH-C29701,PAS: Dyserth 391,,,hoard,,,21,1868.0,1868.0,"Robertson 2000, 415 no. 1690:""""In the latter part of 1868, some men engaged in making the railway from Prestatyn Station to the foot of Cwm Mountain came on about 20 silver and 1 gold coin, said to be Roman. The workmen disposed of them as soon as they could, but to whom is not known. Little also is known about the actual spot and circumstances of finding.<br />The owner of the coins would probably furnish particulars as to their date, especially whether of Roman type. They are of the upper and lower empire.""<br />Scrutator, letter to the Editor, in Arch. Camb., 25 (1870), 145<br />""Lower"" Empire"" ******* Could be an account of the find IARCH-262968",53.3064,-3.4125,highest,PAS UK Finds,1/13/2015 11:57,44:17.0,9/11/2015 15:07,,"Bland, R. and Loriot, X., 2010    Roman and Early Byzantine Gold Coins found in Britain and Ireland    London:  Royal Numismatic Society 284-5    , no. 674    Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 957
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   415 no. 1690"
392,IARCH-2AF55F,PAS: Moel Fenlli 392,,,hoard,,,12,1845.0,1847.0,"Robertson 2000, 284-285 no. 1212:""""Accounts of some Roman coins lately found on Moel Fennli. They were discovered by the tenant of a farm called Bryn Saeson Uchaf in the parish of Llandverres, on his sheep walk, near the summit of the mountain just named.<br />They are all that were left out of about four times as many originally found by the farmer but which he had sold before Mr. Ablett happened to hear of them.""<br />Then came a description of 14 coins:- 1 gold, 1 silver, and 12 small AE - along with engravings of a few of them:<br />AV AR AE<br />Nero 1<br />Elagabalus *1<br />Constantine I 2<br />Constantine II, Caes. 2<br />Constantius II, Caes. 1<br />Constantinopolis 1<br />Urbs Roma 3<br />Constans, Caes. 2<br />Theodora 1<br /><br />1 1 12<br />(den.)<br />(1 GLORIA EXERCITVS, 1 stand.)<br />(GLORIA EXERCITVS, 2 stand.)<br />(after AD 337)<br />*The den, of Elagabalus was attributed to Antoninus Pius, but the engraving of it shows it to have been of Elagabalus.<br />""Several other coins offered only repetitions to the above types and were more or less worn.""<br />Arch. Camb., 2 (1847), 109-11, figs. of coins<br />""We have erroneously stated in this present number p. 109 that the gold Nero was found on Moel Fennli. It was discovered in 1823 in a field on a farm at Llanrhydd in the vale of Clwyd not far however from the base of that mountain.""<br />Arch. Camb., 2 (1847), Miscellaneous Antiquarian Notices, 188<br />Willoughby Gardner, in Arch. Camb., 76 (1921), 247f., gave the no. of coins found as ""about 100, but whether they were all unearthed together is unknown."" Like subsequent writers, Dr. Gardner wrongly attributed the den. of Elagabalus to Antoninus Pius.<br />It seems likely that the den. of Elagabalus, like the aureus of Nero, came from a different source than the hoard."" ******* I have omitted the aureus of Nero as it was definitely not from this hoard. It is likely that the denarius was also not from this find.",53.13239,-3.2494,highest,PAS UK Finds,1/13/2015 11:57,44:17.6,9/11/2015 12:48,,"Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 971
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   284-285 no. 1212"
393,IARCH-3551CC,PAS: Moel Fenlli 393,,,hoard,,,1500,1816.0,1816.0,"Robertson 2000, 300 no. 1252:""""In July, 1816, there was a conflagration of the heather on the hill top which brought to light about 1500 coins found lying on the inner side of the main rampart [i.e. of Moel Fennli]. The bulk of the finds cannot now be traced but fortunately 43 coins are preserved in the Chester Museum, presented by Rev. M. [sic] A. Potts."" Then came a list of 43 small AE coins.<br />Willoughby Gardner, in Arch. Camb., 76 (1921), 247-52, types; cp. Davies and Longbottom, Cat. of the Roman Coins in the Chester Museum, in Journ. Chester Arch. Soc., n.s., XXIV (1922), 154f.; and Cat. of Grosvenor Museum, Chester (1923), 44f., types, mints<br />Examined 43 coins in Grosvenor Museum, Chester, 1948, 1978 (ASR)<br />""Among the collection of Roman coins, which formerly belonged to the Chester antiquarian, Mr. Frederick Potts, were a group of forty-three pieces, acc. no. 91. C. 1899, presented to the Museum on 4 April 1899, by his son the Revd. F.A. Potts. The original entry reads '33 [sic] coins of Constantinus Max (fourth brass)<br />(from) Moel Ventle, Llanferes<br />found on Roman encampment in July 1816.' A slightly revised description is given by Davies and Longbottom (1922), pp. 154-5.""<br />Then came a list of 41 Constantinian AE, plus 1 ant. of Gallienus (sole reign) and 1 den. of Nero. The two last coins were probably intruders.<br />Glenys Lloyd-Morgan, in CH IV (1978), 42, no. 167; 59-61, no, 167, types, mints; also in BBCS, XXIX (1980-2), 184-6, types, mints<br />The earlier lists, of 43 AE, and the recent list, of 41 AE, are:<br />AE AE (Glenys Lloyd-Morgan)<br />Constantine I 10 9<br />Constantine II, Caes. 9 8<br />Constantius II, Caes. 4 3<br />Constantinopolis 8 8<br />Urbs Roma 4 4<br />Constans, Caes. 1 1<br />Helena (after AD 337) 1 2<br />Constantius II, Aug. 3<br />Constans, Aug. 3 3<br />uncertain 3<br /><br />43 41<br />(after AD 337)<br />(VICTORIAE DD AVGGQ NN)"" ******* Lloyd-Morgan provides RIC types but not mints - they have not been entered here. It isn't clear if the additional two uncertain AE listed by Robertson from other sources are the two intruders or additional coins. The other sources (Willoughby Gardner 1921 and Davies and Longbottom 1922) have not yet been consulted.",53.13146,-3.2524,highest,PAS UK Finds,1/13/2015 11:57,44:18.4,9/11/2015 12:52,,"Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 970
Lloyd-Morgan, G., 1978    Moel Fenlli hoard, Llanferres, July 1816 Grosvenor Museum, Chester Acc. No. 91.c.1899 Ex Collection Rev. F. A. PottsRobertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   300 no. 1252"
394,IARCH-8BEB63,PAS: Bodlywydd 394,,,hoard,,,200,1866.0,1987.0,"Robertson 2000, 276-277 no. 1160:""""On the farm of Bodlowydd Ucha, a large quantity of small Roman brass coins of the lower empire were discovered.<br />Unfortunately they have been scattered among many persons; but appear to have been in excellent preservation, and mostly of the time of Constantine. With them was discovered a gold ring, since disposed of by the finder, an old woman, who disposed of it for the sum of one pound.""<br />-Cambrensis, letter to the Editor, 2 Sept. 1866, in Arch. Camb., (3) 12 (1866), 516<br />-RCHM Denbighshire (1914), 100, no. 335, gave the date of discovery as 1866,[...] , and added that the coins numbered between two and three hundred.<br />Canon Ellis Davies, Prehistoric and Roman Remains of Denbighs. (1929), 208f., types, mints, gave a detailed account of the discovery, and added that the coins were contained in an earthenware vessel which crumbled to pieces on discovery. ""The inside and upper part of the outside of the vessel were glazed black."" He also said that the gold ring had a stone setting, and gave the following list (types, mints) of 18 coins from the hoard:<br />AE<br />Constantine I 3<br />Constantine II, Caes. 3<br />Constantius II, Caes. 2<br />Constantinopolis 8<br />Urbs Roma 2<br /><br />18<br />(GLORIA EXERCITVS, 2 stand.)<br />2 further coins from this hoard were found in 1987 by metal-detecting at [...]. They were AE coins of Constantine II, Caes., and Urbs Roma etc."" ******* Guest and Wells date all these coins to AD 330-5",53.04108000000001,-3.2975,highest,PAS UK Finds,1/13/2015 11:57,44:19.1,9/11/2015 13:55,,"Guest, P. and Wells, N., 2007    Iron Age & Roman Coins from Wales    Moneta:  Wetteren no. 948
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   276-277 no. 1160"
404,IARCH-9942FD,PAS: Crich 404,,,hoard,,,700,1778.0,1778.0,"Robertson 2000, <span>247 no. 1015:</span><span>""</span>""9th of March, 1778. Abraham Harrison and another labourer as yey were removing a heap of stones in Culland Park, in the Parish of Crich, found a large flat stone among them, lying upon two others, which stood on an edge, under which was a mug pot, narrower at top than in ye middle, being in fact an antient urn, in which was a large quantity of copper coin, viz., about 700, some as big again as others &amp; more. The pot or urn was so rotten yt it broke in pieces, but yey took ye money and sold it for what yey could get in ye neighbourhood. The inscriptions on those I have seen are as follows.""<br />Diocletian 1<br />Maximian 2<br />Constantine I, Caes. 2<br />Constantine I, Aug. 11<br />Licinius I 1<br /><br />17<br />The rev. legends were all either GENIO POPVLI ROMANI, MARTI PATRI PROPVG, SOLI INVICTO COMITI or S P Q R OPTIMO PRINCIPI. There was also a coin of Constantius I (deified).<br />-Notebook of J. Reynolds (1748-78)<br />-Quoted in Derbs. AJ., VIII (1886), 228-30; and Ms. BM Add. 6705, fol. 104; and 6708, fol. 18<br />T. Bateman, Vestiges of Ant. of Derbs. (1848), 158, said that the urn ""was filled with third brass coins of Gallienus, Salonina, Diocletian, Constantine etc. (Mr. J. Reynold's Collections)."""" ******* Note similarity between account of this hoard and hoard 427. Possible confusion in historical record? Contents clearly differ though.",53.07301999999999,-1.4641,highest,PAS UK Finds,1/13/2015 11:57,44:25.8,8/30/2015 17:57,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   247 no. 1015"
411,IARCH-1EEB15,PAS: Grassmoor 411,,,hoard,,,1422,2001.0,2001.0,"1422 nummi to AD 340. TAR 2001, 195; NC 2002, 25. ******* Selected images in BM file and colour slide and transparency of group shot. Some pottery plus one small metal fragment but probably not associated. 3 coins (?) in BM.",53.19396,-1.3788,highest,PAS UK Finds,1/13/2015 11:57,44:30.6,8/30/2015 18:17,,"Abdy, R., 2009    Grassmoor, Derbyshire    Wetteren:"
414,IARCH-CCD902,PAS: Monyash 414,,,hoard,,,9,1927.0,1928.0,"Robertson 2000, <span>280 no. 1180:</span><span>""</span>""In a cave in Dry Dale, near Monyash, a hoard of coins was found. Of the nine Roman coins discovered, which probably do not compose more than a part of the whole hoard, six (Æ) have been identified - Faustina senior, Marcus Aurelius, Diocletian, Galerius, Licinius and Delmatius. Mediaeval objects were also found.""<br />-JRS, XVIII (1928), 198<br />-The range of these 6 coins makes it very doubtful whether the find was a hoard.""",53.1909,-1.7919,highest,PAS UK Finds,1/13/2015 11:57,44:32.6,8/30/2015 19:13,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   280 no. 1180"
416,IARCH-851D12,PAS: Nether Haddon 416,,,hoard,,,82,1824.0,1824.0,"Robertson 2000, <span>349-350 no. 1431:</span><span>""</span>""On the 31st. of May, 1824, a large tumulus 60 feet in diameter and 4 in height situated in Haddon Field, near the river Lathkiln almost opposite to Conksbury, was opened; it had been before disturbed by labourers in search of stone who discovered near the centre a loosely walled vault or cist, containing two human skeletons, and a rude urn, of baked clay; they also met with a considerable number of Roman coins in small brass which were deposited in Haddon Hall. This second opening was made by cutting a trench from the N.W. extremity towards the centre, during the progress of which the whole barrow was observed to consist of loose stones thrown together.<br />About 3 yards from the centre of the mound were found scattered about a quantity of third brass Roman coins to the number of 82 (quere 71) and with them some small pieces of lead ore.<br />Near the coins was part of a glass vessel, when perfect about 3 inches in diameter. In the vault (apparently the only one in the barrow) were discovered human bones, some of which had undergone cremation, fragments of four urns and traces of decayed wood..<br />The coins which would pertain to a later interment of the Romano-British period were of the following reigns:""<br />Constantine I 9<br />Constantius II 9<br />Constantinopolis 2<br />Urbs Roma 1<br />Constans 17<br />House of Constantine I 3<br />Valentinian I 5<br />Valens 12<br />Gratian 3<br /><br />61<br />The remainder were illegible.<br />T. Bateman, Vestiges of Ant. of Derbs. (1848), 30f. There was no real evidence for an interment of the Romano-British period in the pre-Roman barrow. The barrow had simply been used as a place of deposit for a Romano-British coin hoard.""",53.18481,-1.68,highest,PAS UK Finds,1/13/2015 11:57,44:34.1,8/31/2015 15:17,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   349-350 no. 1431"
418,IARCH-63C3C4,PAS: Parwich 418,,,hoard,,,80,1849.0,1849.0,"Robertson 2000, <span>412 no. 1658:</span><span>""</span>""On the 9th. of August, we made an examination of the remains of a tumulus in a plantation on the summit of Saint's Hill, near Parwich, which has been destroyed by getting stone for the walls enclosing the plantation, when about 80 small brass coins of the later Roman Emperors were found scattered about the barrow."" T. Bateman, Ten Years Digging (1861), 61<br />Later Empire""",53.0917,-1.7209999999999999,highest,PAS UK Finds,1/13/2015 11:57,44:35.4,2/1/2017 13:37,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   412 no. 1658"
435,IARCH-928E3A,PAS: Newton Abbot Area 435,,,hoard,,,243,2007.0,2007.0,"243 nummi to 378. PATAR 2007, 508; NC 2008, 36.Treasure numbers associated with this hoard: 2007 T209<br />Other PAS records associated with this hoard: DEV-7B17D0 ******* The general state of the coins is very poor. This is immediately borne out by the fact that 68 (28%) of the coins cannot be identified. This is a very high number and is due to the apparently corrosive effect of the soil. Find partly donated to Torquay Museum.",50.50281,-3.6483,highest,PAS UK Finds,1/13/2015 11:57,44:46.7,5/6/2015 9:25,,"-928E3A - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-928E3A
Workflow    status: Published Known as
Newton Abbot AreaQuantity summaryCoins in hoard: 243Chronology    Broad period: ROMAN Coin chronology

    Last ruler: House of Valentinian


    Last Reece period: Period 19 Valentinianic (364-378)


    Date from: AD 364


    Date to: AD 378


    Terminal reason: Date of latest coin


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 330



    AD 348



    2

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Lugdunum




    AD 348



    AD 361



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 348



    AD 361



    1

    ROMAN






    -









Nummus (AE 1 - AE 4)










-




    AD 348



    AD 361



    6

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Trier




    AD 364



    AD 378



    1

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Lugdunum




    AD 364



    AD 378



    10

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










-




    AD 364



    AD 378



    5

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Arelatum




    AD 364



    AD 378



    18

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Rome




    AD 364



    AD 378



    2

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Aquileia




    AD 364



    AD 378



    3

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










Siscia




    AD 364



    AD 378



    8

    ROMAN






    House of Valentinian









Nummus (AE 1 - AE 4)










-




    AD 364



    AD 378



    118

    ROMAN






    Uncertain









Nummus (AE 1 - AE 4)










-










-









-



    68Coin data quality rating: Good (Grade 3)Description243 nummi to 378. PATAR 2007, 508; NC 2008, 36.Treasure numbers associated with this hoard: 2007 T209Other PAS records associated with this hoard: DEV-7B17D0NotesThe general state of the coins is very poor. This is immediately borne out by the fact that 68 (28%) of the coins cannot be identified. This is a very high number and is due to the apparently corrosive effect of the soil. Find partly donated to Torquay Museum.Subsequent actions

    Current location of find: Torquay MuseumTreasure detailsTreasure case tracking number: 2007T209
 Materials of coins and artefacts in the hoard    Copper alloyCoins linked to this hoardUnique ID:





    DEV-7B17D0Object type:


COIN HOARD


Broad period:


ROMAN







     Discovery datesDate(s) of discovery:
Thursday 19th April 2007


    - Monday 7th May 2007Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 460




    Treasure case number: 2007T209Spatial metadata

    Region: South West


    (European Region)





    County or Unitary authority: Devon

 (County)





    District: Teignbridge


    (District)






    To be known as: Newton Abbot AreaSpatial coordinates

Unmasked grid reference accurate to a 100 metre square.

    Discovery metadata


    Method of discovery: Metal detector









General landuse: Woodland

Archaeological context


No archaeological context available.

    References cited

    No references cited so far."
441,IARCH-B30D59,PAS: Exeter 441,,,hoard,,,7,1836.0,1836.0,"Robertson 2000, <span>272 no. 1138: ""</span>""A friend presents me with a parcel of coins found near Broadgate (where the Roman Penates were discovered in 1778) by workmen digging for laying on water pipes; four of these are of Constantine: another bears a Romulus and Remus with a She-wolf: another is of the Lower Empire; and the best of them is of Carausius himself.""<br />-W.T.P. Shortt in Gent. Mag., 1836, II, 156<br />-The coin of Carausius was probably an ant., and at least one, and probably all, of the others were small AE."" ******* Shortt's account goes on to detail his immediate visit to the Market where he was presented with a wide variety of coinage (from Claudius to Valens) so it is possible that this is not a hoard per se. The <em>penates</em> referred to were found at the corner of the High Street and Broadgate.The Carausius is described - rev. PAX AVG (stg. female figure with spear) F O//C",50.72294,-3.5319,highest,PAS UK Finds,1/13/2015 11:57,44:50.7,5/6/2015 10:20,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   272 no. 1138"
442,IARCH-E18FBB,PAS: Exeter 442,,,hoard,,,33,1874.0,1874.0,"Robertson 2000, <span>297 no. 1242:</span><span>""</span>""Part of a find of 33 small coins of Constans, youngest son of Constantine I and Fausta AD 333. Found on Freehold Land Society's Property, St. Thomas', Exeter, Jan 11th 1874 at a depth of 6' by Mr. C. Tozer.""<br />""33 of these coins were found under the roots of an oak on the Freehold Land Societies property, St. Thomase's 10/1/1874, 6' in the ground.""<br />Register of Accessions, Royal Albert Memorial Museum, Exeter, nos. 1372-7<br />6 coins, all small AE, presented to the Museum by C. Tozer:<br />AE<br />Constantine I 1<br />Constantinopolis<br />Constans, Aug. 3<br /><br />6<br />(GLORIA EXERCITVS, 1 stand.)<br />(GLORIA EXERCITVS, 1 stand. 1; VICTORIAE DD AVGGQ NN 2)<br />Examined, 1978 (ASR)<br />Cp. N. Shiel, in CH IV (1978), 42, no. 166"" ******* The listing of these in CH4 varies from this account: Constantine I 3 Constantinopolis 2 Constans 1",50.71205,-3.5395,highest,PAS UK Finds,1/13/2015 11:57,44:51.3,5/6/2015 10:23,,"Casey, P.J. and Bendall, S., 1978    Roman and Byzantine Hoards      40 no. 166
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   297 no. 1242"
443,IARCH-9BCE88,PAS: St. Thomas 443,,,hoard,,,30,,1891.0,"Robertson 2000, <span>277 no. 1166:</span><span>""</span>""A small hoard of about thirty [i.e. coins] contained examples of Constantius and Constans.""<br />-R.N. Worth, in Trans. Devons. Ass., 23 (1891), 82<br />-The coins were probably small AE."" ******* Possibly a duplicate of hoard <a href=""https://finds.org.uk/database/hoards/record/id/442"" title=""View details for IARCH-E18FBB"">IARCH-E18FBB</a>?",50.70838,-3.545,highest,PAS UK Finds,1/13/2015 11:57,44:52.0,12/17/2015 14:15,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   277 no. 1166"
